student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Final_Decision,Excluded,Catch-up_Sessions
11286,18,male,private,graduate,0.6,76.6,no,<15 min,yes,online videos,37.1,41.5,44.6,34.9,f,Fail,Not Excluded,Yes
11287,14,other,public,no formal,6.2,67.0,yes,15-30 min,no,group study,100.0,87.9,100.0,83.9,c,Pass,Excluded,No
11288,16,other,private,no formal,1.8,58.6,yes,<15 min,yes,mixed,61.6,54.8,38.3,41.7,e,Fail,Excluded,Yes
11289,15,other,private,post graduate,6.7,96.0,yes,<15 min,yes,group study,89.5,100.0,83.8,98.9,a,Pass,Not Excluded,No
11290,17,female,private,no formal,0.7,72.5,yes,15-30 min,yes,group study,33.8,23.5,21.2,25.7,f,Fail,Excluded,Yes
11291,18,female,public,high school,5.7,60.6,no,>60 min,yes,group study,60.3,68.4,50.8,59.9,d,Pass,Excluded,Yes
11292,15,male,public,post graduate,6.6,86.0,yes,<15 min,yes,mixed,96.1,100.0,87.2,92.7,b,Pass,Not Excluded,No
11293,18,female,public,high school,0.8,62.8,yes,30-60 min,yes,notes,44.1,43.8,18.6,32.4,f,Fail,Excluded,Yes
11294,17,other,private,graduate,6.2,63.3,yes,30-60 min,no,notes,64.2,68.1,71.4,66.9,d,Pass,Excluded,No
11295,18,male,private,no formal,1.4,91.4,yes,>60 min,no,notes,33.3,25.7,27.2,41.4,e,Fail,Not Excluded,Yes
11296,14,male,private,graduate,1.1,95.4,no,30-60 min,yes,online videos,34.3,28.9,28.6,40.0,e,Fail,Not Excluded,Yes
11297,19,other,public,post graduate,7.4,73.4,yes,<15 min,no,textbook,81.4,77.5,98.9,82.9,c,Pass,Excluded,No
11298,16,female,private,high school,7.4,81.6,no,>60 min,yes,group study,80.0,93.9,85.2,100.0,a,Pass,Not Excluded,No
11299,15,female,public,high school,6.1,68.1,yes,>60 min,yes,textbook,73.2,83.9,64.2,76.8,c,Pass,Excluded,No
11300,15,male,public,graduate,7.2,81.7,no,>60 min,yes,textbook,99.7,100.0,100.0,99.8,a,Pass,Not Excluded,No
11301,19,male,private,post graduate,0.6,86.4,yes,<15 min,no,notes,42.3,35.8,32.2,33.3,f,Fail,Not Excluded,Yes
11302,19,other,public,graduate,4.3,86.1,yes,15-30 min,no,mixed,62.2,69.9,56.8,68.3,d,Pass,Not Excluded,No
11303,14,female,public,post graduate,7.0,52.0,yes,<15 min,no,notes,81.3,71.1,66.9,77.2,c,Pass,Excluded,No
11304,16,other,public,diploma,7.2,54.9,yes,>60 min,yes,textbook,86.7,100.0,100.0,86.0,b,Pass,Excluded,No
11305,18,female,private,no formal,3.3,85.4,no,<15 min,no,group study,59.5,53.5,59.1,51.0,e,Fail,Not Excluded,Yes
11306,17,female,private,phd,2.9,76.6,no,>60 min,yes,textbook,64.4,54.0,55.6,52.7,e,Fail,Not Excluded,Yes
11307,15,male,private,post graduate,5.7,97.2,yes,30-60 min,yes,group study,74.8,78.3,87.3,79.0,c,Pass,Not Excluded,No
11308,16,female,private,no formal,1.0,55.2,yes,15-30 min,yes,coaching,47.6,22.7,32.5,36.0,f,Fail,Excluded,Yes
11309,16,male,private,high school,6.4,99.5,yes,15-30 min,no,mixed,99.7,100.0,91.3,89.9,b,Pass,Not Excluded,No
11310,15,other,private,diploma,2.4,56.7,yes,15-30 min,yes,notes,28.5,38.5,36.7,31.9,f,Fail,Excluded,Yes
11311,19,female,public,no formal,4.4,51.6,yes,<15 min,no,coaching,58.2,68.4,41.9,47.6,e,Fail,Excluded,Yes
11312,15,other,public,phd,1.9,94.9,no,<15 min,yes,coaching,49.1,53.9,47.6,46.6,e,Fail,Not Excluded,Yes
11313,18,female,private,high school,6.0,75.2,yes,30-60 min,yes,textbook,75.6,75.9,83.9,68.5,d,Pass,Not Excluded,No
11314,19,female,private,high school,7.7,64.3,yes,>60 min,no,notes,89.5,78.5,72.3,83.8,c,Pass,Excluded,No
11315,18,female,public,high school,4.6,78.6,yes,<15 min,yes,coaching,71.1,79.6,71.3,76.4,c,Pass,Not Excluded,No
11316,18,female,public,phd,7.6,68.9,yes,>60 min,no,mixed,85.1,97.2,85.1,91.2,b,Pass,Excluded,No
11317,14,female,private,high school,3.5,99.4,yes,<15 min,no,coaching,75.7,43.2,70.1,62.5,d,Pass,Not Excluded,No
11318,14,other,public,diploma,2.6,88.7,yes,30-60 min,yes,mixed,43.6,66.4,59.2,48.2,e,Fail,Not Excluded,Yes
11319,18,other,private,post graduate,6.8,82.8,no,>60 min,yes,mixed,62.8,87.9,67.9,82.9,c,Pass,Not Excluded,No
11320,18,male,private,no formal,0.8,66.1,no,<15 min,no,online videos,31.6,50.9,35.4,38.7,f,Fail,Excluded,Yes
11321,18,male,private,no formal,2.6,51.3,yes,15-30 min,no,mixed,47.2,46.2,27.5,34.9,f,Fail,Excluded,Yes
11322,16,male,public,no formal,5.7,89.9,yes,30-60 min,yes,notes,100.0,76.7,91.3,86.4,b,Pass,Not Excluded,No
11323,17,other,private,high school,1.9,52.4,no,30-60 min,no,coaching,54.0,35.1,42.6,42.6,e,Fail,Excluded,Yes
11324,14,male,public,high school,7.2,55.7,yes,>60 min,no,group study,80.0,82.5,92.8,83.9,c,Pass,Excluded,No
11325,15,female,public,phd,4.1,79.4,yes,15-30 min,no,group study,61.7,62.0,84.1,65.1,d,Pass,Not Excluded,No
11326,17,other,public,phd,2.3,87.8,yes,<15 min,no,coaching,52.4,51.7,27.4,48.5,e,Fail,Not Excluded,Yes
11327,14,male,private,graduate,3.3,70.4,yes,30-60 min,no,mixed,63.5,67.4,36.4,57.5,d,Pass,Excluded,Yes
11328,14,male,public,phd,2.6,79.5,no,15-30 min,no,online videos,33.2,36.6,53.4,53.4,e,Fail,Not Excluded,Yes
11329,14,male,public,no formal,5.8,98.7,yes,<15 min,yes,group study,67.1,73.1,80.3,76.1,c,Pass,Not Excluded,No
11330,15,male,private,graduate,1.3,64.1,no,<15 min,yes,online videos,46.7,55.1,36.9,45.6,e,Fail,Excluded,Yes
11331,19,male,private,diploma,6.9,52.2,yes,15-30 min,yes,online videos,78.4,65.2,81.9,81.2,c,Pass,Excluded,No
11332,18,female,private,no formal,1.6,61.1,yes,>60 min,yes,textbook,20.0,34.0,30.7,27.9,f,Fail,Excluded,Yes
11333,19,other,private,graduate,2.6,72.3,yes,<15 min,yes,textbook,52.3,58.7,34.3,47.8,e,Fail,Excluded,Yes
11334,15,male,private,diploma,5.2,88.9,yes,30-60 min,yes,group study,73.7,69.5,82.4,79.3,c,Pass,Not Excluded,No
11335,17,female,private,post graduate,3.2,71.0,no,15-30 min,no,textbook,42.7,64.4,67.9,61.4,d,Pass,Excluded,No
11336,19,male,private,diploma,4.3,79.4,yes,30-60 min,yes,textbook,78.5,75.6,68.9,68.6,d,Pass,Not Excluded,No
11337,16,male,private,diploma,4.8,78.3,yes,>60 min,yes,coaching,62.7,68.5,48.6,63.7,d,Pass,Not Excluded,No
11338,17,female,public,high school,2.4,74.4,no,15-30 min,no,online videos,55.4,59.5,42.3,52.0,e,Fail,Excluded,Yes
11339,18,other,public,diploma,4.5,58.0,yes,15-30 min,yes,textbook,48.4,63.2,63.9,59.4,d,Pass,Excluded,Yes
11340,18,male,public,no formal,7.5,53.4,yes,15-30 min,no,mixed,70.3,83.2,97.9,80.1,c,Pass,Excluded,No
11341,19,other,private,graduate,0.5,60.1,yes,30-60 min,yes,textbook,13.0,33.2,34.7,30.4,f,Fail,Excluded,Yes
11342,17,other,private,diploma,5.0,63.5,yes,>60 min,no,mixed,77.2,83.6,70.6,73.3,c,Pass,Excluded,No
11343,17,male,public,high school,2.9,59.4,yes,15-30 min,no,online videos,36.2,32.7,40.2,38.3,f,Fail,Excluded,Yes
11344,19,male,public,diploma,7.0,59.6,yes,<15 min,no,textbook,89.7,85.4,75.0,77.8,c,Pass,Excluded,No
11345,18,male,private,phd,1.2,80.4,yes,30-60 min,no,notes,36.5,30.0,46.3,42.8,e,Fail,Not Excluded,Yes
11346,16,other,private,post graduate,1.0,72.7,yes,30-60 min,yes,online videos,28.0,24.2,42.5,37.9,f,Fail,Excluded,Yes
11347,17,male,private,phd,3.5,62.5,yes,15-30 min,yes,notes,49.2,33.8,43.5,59.4,d,Pass,Excluded,Yes
11348,17,female,public,diploma,5.6,61.8,yes,15-30 min,yes,notes,79.2,66.2,84.1,71.7,c,Pass,Excluded,No
11349,15,female,private,diploma,0.5,57.2,no,30-60 min,no,online videos,41.4,9.1,35.6,18.3,f,Fail,Excluded,Yes
11350,17,male,private,no formal,6.6,84.6,yes,15-30 min,yes,online videos,81.2,82.9,72.8,84.8,c,Pass,Not Excluded,No
11351,17,male,public,post graduate,3.0,73.8,yes,30-60 min,no,online videos,60.3,55.5,47.4,54.2,e,Fail,Excluded,Yes
11352,19,male,private,no formal,7.4,83.2,yes,30-60 min,no,coaching,88.8,86.7,100.0,94.1,b,Pass,Not Excluded,No
11353,17,male,public,phd,7.3,68.9,yes,<15 min,no,notes,78.8,90.7,79.6,82.8,c,Pass,Excluded,No
11354,14,female,private,post graduate,6.2,54.3,no,<15 min,yes,coaching,65.5,82.2,65.7,77.2,c,Pass,Excluded,No
11355,19,other,private,diploma,6.0,91.2,no,>60 min,yes,online videos,92.0,79.2,75.1,90.9,b,Pass,Not Excluded,No
11356,17,female,private,graduate,5.0,52.1,yes,30-60 min,yes,notes,60.1,45.9,64.9,66.4,d,Pass,Excluded,No
11357,15,male,public,phd,6.5,68.4,yes,>60 min,no,notes,72.7,81.3,69.2,82.0,c,Pass,Excluded,No
11358,18,male,private,no formal,1.8,79.3,yes,30-60 min,no,mixed,55.8,34.0,49.7,44.1,e,Fail,Not Excluded,Yes
11359,16,other,private,post graduate,6.6,83.2,yes,15-30 min,yes,group study,100.0,100.0,91.8,91.7,b,Pass,Not Excluded,No
11360,16,other,public,phd,4.7,74.1,yes,<15 min,yes,notes,75.0,68.7,80.6,63.1,d,Pass,Excluded,No
11361,19,female,private,graduate,6.4,89.9,yes,>60 min,yes,online videos,85.9,77.8,95.2,83.4,c,Pass,Not Excluded,No
11362,19,female,private,graduate,4.2,74.0,yes,<15 min,no,mixed,49.5,61.1,57.0,57.4,d,Pass,Excluded,Yes
11363,17,male,public,graduate,5.2,91.8,yes,15-30 min,no,online videos,90.8,88.9,99.0,87.3,b,Pass,Not Excluded,No
11364,16,other,private,no formal,3.1,62.3,yes,15-30 min,no,online videos,54.7,62.3,45.7,52.0,e,Fail,Excluded,Yes
11365,19,male,public,phd,3.7,73.6,no,<15 min,no,mixed,42.6,43.8,43.4,51.1,e,Fail,Excluded,Yes
11366,15,male,private,high school,3.2,51.5,no,>60 min,no,group study,74.9,82.7,68.8,56.1,d,Pass,Excluded,Yes
11367,18,other,private,diploma,6.1,78.9,yes,30-60 min,no,mixed,89.1,94.7,100.0,89.1,b,Pass,Not Excluded,No
11368,17,male,private,phd,2.0,70.1,yes,30-60 min,yes,coaching,42.9,42.9,52.2,41.2,e,Fail,Excluded,Yes
11369,19,male,private,no formal,7.5,84.1,yes,15-30 min,no,notes,92.9,96.5,79.1,91.1,b,Pass,Not Excluded,No
11370,16,female,public,diploma,6.7,87.1,no,30-60 min,no,mixed,85.1,75.9,67.5,80.2,c,Pass,Not Excluded,No
11371,18,male,private,graduate,7.0,71.7,yes,>60 min,no,textbook,88.2,89.4,97.9,90.8,b,Pass,Excluded,No
11372,14,male,public,high school,7.4,80.4,yes,>60 min,yes,mixed,100.0,80.9,81.5,90.5,b,Pass,Not Excluded,No
11373,18,female,public,post graduate,3.8,86.6,yes,15-30 min,yes,textbook,80.9,76.4,58.0,66.4,d,Pass,Not Excluded,No
11374,14,male,private,graduate,7.2,91.8,yes,30-60 min,no,coaching,77.1,94.3,94.7,96.3,a,Pass,Not Excluded,No
11375,17,other,public,high school,3.8,55.3,yes,15-30 min,yes,online videos,58.0,59.6,53.6,60.2,d,Pass,Excluded,No
11376,15,male,public,high school,1.3,77.4,yes,<15 min,yes,mixed,61.5,47.6,69.1,50.3,e,Fail,Not Excluded,Yes
11377,19,female,public,high school,0.9,96.2,yes,30-60 min,no,notes,52.7,45.7,64.9,48.1,e,Fail,Not Excluded,Yes
11378,18,male,private,post graduate,1.0,64.2,yes,>60 min,no,online videos,13.0,16.5,40.2,23.8,f,Fail,Excluded,Yes
11379,14,other,private,graduate,1.9,81.4,yes,15-30 min,yes,group study,45.7,47.7,46.7,49.6,e,Fail,Not Excluded,Yes
11380,19,other,private,post graduate,3.2,64.1,no,>60 min,yes,mixed,66.7,25.6,69.0,51.6,e,Fail,Excluded,Yes
11381,15,other,private,post graduate,7.8,90.2,yes,>60 min,yes,mixed,74.3,100.0,88.8,90.1,b,Pass,Not Excluded,No
11382,17,male,private,post graduate,2.3,87.2,no,>60 min,no,online videos,49.2,45.2,55.4,47.9,e,Fail,Not Excluded,Yes
11383,14,male,private,phd,7.3,97.5,yes,<15 min,yes,coaching,99.0,94.1,100.0,100.0,a,Pass,Not Excluded,No
11384,14,other,public,graduate,6.6,84.9,yes,<15 min,no,notes,77.1,91.4,74.5,81.0,c,Pass,Not Excluded,No
11385,15,other,public,diploma,7.0,74.5,yes,15-30 min,no,online videos,88.2,100.0,99.6,91.3,b,Pass,Excluded,No
11386,17,male,public,post graduate,6.4,77.1,yes,30-60 min,yes,mixed,82.4,62.8,73.6,76.1,c,Pass,Not Excluded,No
11387,17,male,private,phd,7.8,89.0,yes,>60 min,yes,group study,100.0,100.0,100.0,100.0,a,Pass,Not Excluded,No
11388,19,female,private,high school,1.4,86.9,yes,15-30 min,yes,notes,49.5,33.9,38.8,46.3,e,Fail,Not Excluded,Yes
11389,14,female,public,diploma,4.1,55.9,yes,<15 min,yes,mixed,68.4,63.4,67.5,62.2,d,Pass,Excluded,No
11390,18,female,private,phd,3.1,65.0,yes,15-30 min,yes,notes,55.1,71.2,63.3,56.5,d,Pass,Excluded,Yes
11391,14,other,public,graduate,2.6,84.1,yes,15-30 min,no,textbook,59.1,35.3,52.7,45.2,e,Fail,Not Excluded,Yes
11392,15,female,private,no formal,3.9,55.0,yes,15-30 min,no,group study,54.0,38.1,68.0,46.8,e,Fail,Excluded,Yes
11393,15,other,private,diploma,4.1,83.0,yes,30-60 min,yes,mixed,63.3,81.8,83.1,69.0,d,Pass,Not Excluded,No
11394,14,other,public,high school,7.9,93.2,yes,<15 min,yes,textbook,100.0,73.2,93.1,100.0,a,Pass,Not Excluded,No
11395,17,female,public,diploma,2.5,68.4,yes,15-30 min,no,mixed,50.6,54.4,32.0,40.2,e,Fail,Excluded,Yes
11396,19,other,public,phd,7.3,60.9,no,<15 min,yes,group study,82.2,66.8,91.5,80.0,c,Pass,Excluded,No
11397,18,female,private,phd,1.8,92.7,yes,<15 min,yes,textbook,43.0,55.9,67.7,52.6,e,Fail,Not Excluded,Yes
11398,19,male,private,phd,5.5,74.1,yes,<15 min,yes,textbook,64.9,69.6,61.3,83.1,c,Pass,Excluded,No
11399,17,male,private,post graduate,2.8,91.6,yes,>60 min,no,textbook,65.5,58.0,63.2,59.0,d,Pass,Not Excluded,Yes
11400,14,female,private,graduate,7.7,53.9,yes,15-30 min,no,textbook,77.6,82.0,69.7,88.4,b,Pass,Excluded,No
11401,16,other,public,graduate,5.3,60.6,yes,>60 min,no,group study,57.4,60.9,70.9,65.7,d,Pass,Excluded,No
11402,18,other,private,diploma,1.0,50.1,no,<15 min,no,coaching,18.3,17.4,35.9,26.3,f,Fail,Excluded,Yes
11403,14,male,private,no formal,7.4,72.4,no,>60 min,yes,online videos,81.8,94.5,92.5,91.6,b,Pass,Excluded,No
11404,14,male,private,no formal,2.7,94.1,yes,30-60 min,no,mixed,58.5,57.1,61.7,61.9,d,Pass,Not Excluded,No
11405,19,female,private,graduate,7.5,82.3,yes,<15 min,yes,online videos,86.9,92.1,83.7,86.1,b,Pass,Not Excluded,No
11406,14,female,private,graduate,0.6,50.9,yes,<15 min,yes,textbook,10.5,20.4,24.2,17.9,f,Fail,Excluded,Yes
11407,19,other,private,high school,2.1,51.2,yes,15-30 min,yes,group study,37.4,45.4,52.0,46.0,e,Fail,Excluded,Yes
11408,18,male,private,no formal,2.6,86.0,yes,30-60 min,yes,group study,53.8,62.2,67.6,57.5,d,Pass,Not Excluded,Yes
11409,17,other,private,no formal,5.7,54.6,no,>60 min,no,mixed,59.2,62.3,66.0,61.5,d,Pass,Excluded,No
11410,17,female,private,high school,6.5,61.0,yes,>60 min,yes,notes,69.8,47.4,55.5,67.1,d,Pass,Excluded,No
11411,14,female,public,phd,5.2,84.9,yes,>60 min,no,coaching,85.1,86.5,64.6,82.9,c,Pass,Not Excluded,No
11412,16,female,private,diploma,1.0,62.4,yes,30-60 min,no,textbook,26.7,33.8,30.3,39.0,f,Fail,Excluded,Yes
11413,18,other,public,phd,3.8,74.5,yes,<15 min,yes,notes,68.3,49.7,58.1,59.8,d,Pass,Excluded,Yes
11414,19,female,private,phd,4.2,69.8,yes,<15 min,no,online videos,56.1,57.6,85.3,69.8,d,Pass,Excluded,No
11415,16,female,private,phd,3.2,67.2,yes,>60 min,no,notes,49.5,38.4,55.4,47.0,e,Fail,Excluded,Yes
11416,19,other,public,phd,3.6,62.6,yes,<15 min,yes,online videos,62.0,69.1,82.1,63.3,d,Pass,Excluded,No
11417,18,male,public,high school,4.1,70.4,no,<15 min,no,group study,79.1,42.1,69.1,62.2,d,Pass,Excluded,No
11418,14,female,private,phd,4.7,59.1,no,>60 min,no,group study,54.0,64.3,70.6,58.6,d,Pass,Excluded,Yes
11419,17,other,public,phd,5.2,97.7,yes,30-60 min,yes,mixed,72.2,57.9,53.2,71.7,c,Pass,Not Excluded,No
11420,17,other,private,post graduate,2.1,65.8,yes,15-30 min,no,online videos,35.6,34.7,20.3,34.9,f,Fail,Excluded,Yes
11421,17,male,private,high school,7.3,86.4,yes,15-30 min,no,group study,93.1,100.0,100.0,87.1,b,Pass,Not Excluded,No
11422,18,other,private,high school,6.7,64.6,yes,30-60 min,no,online videos,90.6,82.3,80.7,78.8,c,Pass,Excluded,No
11423,19,other,private,graduate,6.4,63.1,no,>60 min,yes,coaching,69.6,61.5,65.8,66.9,d,Pass,Excluded,No
11424,17,female,public,no formal,6.5,74.1,yes,30-60 min,no,coaching,100.0,64.2,63.0,81.4,c,Pass,Excluded,No
11425,15,other,public,post graduate,4.4,86.6,no,30-60 min,no,notes,75.9,81.1,85.2,78.5,c,Pass,Not Excluded,No
11426,19,female,public,diploma,7.6,50.2,yes,<15 min,yes,coaching,98.4,78.3,84.7,86.4,b,Pass,Excluded,No
11427,19,female,private,no formal,3.2,58.6,yes,15-30 min,yes,notes,61.3,51.6,38.2,59.0,d,Pass,Excluded,Yes
11428,18,female,private,high school,3.6,88.7,yes,15-30 min,no,online videos,71.1,91.1,76.5,69.7,d,Pass,Not Excluded,No
11429,17,male,private,diploma,6.6,67.6,yes,30-60 min,yes,mixed,66.6,77.7,77.2,78.7,c,Pass,Excluded,No
11430,14,other,private,graduate,7.0,92.8,yes,30-60 min,yes,notes,94.5,78.9,86.4,88.7,b,Pass,Not Excluded,No
11431,16,male,public,graduate,3.9,56.7,yes,<15 min,no,mixed,61.3,60.6,71.1,63.5,d,Pass,Excluded,No
11432,15,male,public,diploma,6.9,90.6,yes,<15 min,no,online videos,92.4,83.5,85.5,92.7,b,Pass,Not Excluded,No
11433,17,other,public,graduate,5.2,81.1,yes,>60 min,yes,mixed,71.3,68.3,58.7,71.4,c,Pass,Not Excluded,No
11434,18,other,public,phd,3.4,58.4,no,15-30 min,yes,mixed,62.4,51.3,50.7,57.0,d,Pass,Excluded,Yes
11435,15,female,private,diploma,7.3,50.6,yes,>60 min,yes,coaching,97.3,87.9,94.3,85.6,b,Pass,Excluded,No
11436,19,female,private,diploma,4.3,94.1,yes,<15 min,yes,mixed,70.1,67.8,61.4,72.0,c,Pass,Not Excluded,No
11437,14,female,private,no formal,6.9,64.4,no,15-30 min,yes,coaching,76.7,94.4,81.3,80.0,c,Pass,Excluded,No
11438,14,female,private,diploma,6.6,62.1,yes,30-60 min,no,mixed,88.2,96.4,96.2,85.7,b,Pass,Excluded,No
11439,19,female,public,high school,1.2,59.2,yes,<15 min,yes,group study,19.3,21.2,30.4,29.8,f,Fail,Excluded,Yes
11440,14,female,public,post graduate,7.0,67.8,yes,15-30 min,no,coaching,82.2,85.1,85.2,90.8,b,Pass,Excluded,No
11441,18,female,private,no formal,1.7,76.2,yes,15-30 min,no,textbook,55.8,41.5,56.6,50.6,e,Fail,Not Excluded,Yes
11442,18,female,public,graduate,6.6,73.9,yes,30-60 min,yes,coaching,70.2,76.8,75.6,75.9,c,Pass,Excluded,No
11443,15,other,private,post graduate,6.2,92.6,yes,15-30 min,no,notes,87.4,87.4,76.8,79.5,c,Pass,Not Excluded,No
11444,14,other,public,high school,6.0,59.9,yes,15-30 min,no,textbook,63.1,61.9,57.6,64.1,d,Pass,Excluded,No
11445,15,female,public,no formal,7.4,87.3,yes,30-60 min,no,textbook,96.5,100.0,100.0,100.0,a,Pass,Not Excluded,No
11446,14,female,public,post graduate,5.0,95.5,yes,<15 min,no,online videos,93.1,88.7,89.6,81.7,c,Pass,Not Excluded,No
11447,18,male,public,graduate,3.0,51.8,yes,15-30 min,no,online videos,33.6,47.0,35.1,40.2,e,Fail,Excluded,Yes
11448,19,male,public,graduate,4.9,87.6,yes,15-30 min,yes,coaching,74.5,88.3,72.7,74.5,c,Pass,Not Excluded,No
11449,19,other,public,phd,5.7,63.7,yes,15-30 min,yes,group study,61.4,70.0,76.8,67.8,d,Pass,Excluded,No
11450,18,female,private,no formal,3.2,72.4,yes,15-30 min,no,group study,63.2,67.7,62.7,63.3,d,Pass,Excluded,No
11451,18,male,private,high school,2.4,53.1,no,<15 min,yes,online videos,42.8,40.0,35.2,36.4,f,Fail,Excluded,Yes
11452,19,female,private,diploma,4.2,64.7,no,15-30 min,yes,coaching,55.0,52.6,40.1,53.5,e,Fail,Excluded,Yes
11453,18,other,public,graduate,7.2,55.6,yes,15-30 min,no,mixed,78.7,72.2,79.7,79.1,c,Pass,Excluded,No
11454,17,female,public,phd,5.2,61.6,yes,30-60 min,no,textbook,54.9,66.1,61.4,56.3,d,Pass,Excluded,Yes
11455,19,other,private,graduate,7.2,51.6,no,30-60 min,no,textbook,87.9,79.3,82.1,85.3,b,Pass,Excluded,No
11456,15,female,public,high school,4.1,96.9,yes,15-30 min,no,textbook,78.9,73.2,76.4,74.5,c,Pass,Not Excluded,No
11457,16,male,private,phd,7.6,94.8,no,15-30 min,no,group study,100.0,100.0,95.6,100.0,a,Pass,Not Excluded,No
11458,19,male,private,diploma,6.4,82.5,no,15-30 min,no,online videos,82.3,99.5,65.6,80.6,c,Pass,Not Excluded,No
11459,15,male,public,phd,3.2,66.3,yes,30-60 min,no,textbook,46.9,70.9,32.6,52.8,e,Fail,Excluded,Yes
11460,15,other,public,high school,3.9,97.2,yes,15-30 min,no,textbook,63.6,71.8,74.3,64.9,d,Pass,Not Excluded,No
11461,14,other,private,post graduate,8.0,98.6,yes,15-30 min,yes,coaching,95.6,100.0,100.0,100.0,a,Pass,Not Excluded,No
11462,15,female,private,graduate,7.7,89.7,yes,30-60 min,no,coaching,100.0,100.0,100.0,100.0,a,Pass,Not Excluded,No
11463,17,other,private,graduate,3.6,84.1,yes,>60 min,no,online videos,67.2,63.7,62.2,69.8,d,Pass,Not Excluded,No
11464,19,female,public,phd,6.8,66.4,yes,30-60 min,no,online videos,68.9,71.6,80.2,71.3,c,Pass,Excluded,No
11465,14,other,public,no formal,7.3,94.2,yes,>60 min,yes,online videos,100.0,100.0,89.8,95.4,a,Pass,Not Excluded,No
11466,18,other,private,high school,2.4,75.0,yes,<15 min,yes,coaching,49.9,52.4,43.0,50.8,e,Fail,Not Excluded,Yes
11467,18,female,private,high school,4.4,81.6,yes,>60 min,no,group study,47.8,66.7,78.9,65.9,d,Pass,Not Excluded,No
11468,19,female,private,post graduate,6.2,58.7,yes,<15 min,yes,notes,86.6,69.5,62.6,70.0,d,Pass,Excluded,No
11469,18,male,private,phd,1.1,51.1,yes,15-30 min,yes,mixed,32.7,47.7,30.1,32.8,f,Fail,Excluded,Yes
11470,14,other,public,phd,6.5,99.4,yes,15-30 min,yes,coaching,96.9,100.0,97.2,100.0,a,Pass,Not Excluded,No
11471,16,other,public,high school,2.1,81.1,no,15-30 min,no,mixed,39.7,34.8,36.3,42.9,e,Fail,Not Excluded,Yes
11472,19,male,private,high school,4.1,84.3,yes,<15 min,yes,mixed,62.7,62.0,81.2,66.0,d,Pass,Not Excluded,No
11473,19,other,public,diploma,3.3,52.5,yes,>60 min,yes,online videos,53.6,43.1,55.3,41.3,e,Fail,Excluded,Yes
11474,17,male,private,post graduate,6.1,71.1,yes,<15 min,yes,mixed,61.7,55.9,52.0,67.3,d,Pass,Excluded,No
11475,19,female,private,post graduate,2.2,64.2,yes,>60 min,no,group study,31.0,35.9,41.2,36.7,f,Fail,Excluded,Yes
11476,18,other,public,phd,4.0,91.8,yes,<15 min,no,online videos,59.2,55.4,59.5,60.9,d,Pass,Not Excluded,No
11477,14,male,public,post graduate,2.5,74.3,yes,30-60 min,yes,notes,29.5,31.4,37.9,45.0,e,Fail,Excluded,Yes
11478,19,male,private,phd,0.9,69.2,yes,>60 min,yes,online videos,29.2,36.3,29.6,33.3,f,Fail,Excluded,Yes
11479,15,female,public,high school,6.8,57.4,yes,30-60 min,yes,textbook,94.9,92.7,87.2,85.2,b,Pass,Excluded,No
11480,16,male,public,graduate,2.2,69.2,yes,15-30 min,yes,online videos,56.5,64.7,54.4,53.4,e,Fail,Excluded,Yes
11481,15,female,public,graduate,2.2,68.1,no,30-60 min,no,mixed,44.2,38.7,44.9,38.9,f,Fail,Excluded,Yes
11482,18,male,public,no formal,0.9,89.4,no,>60 min,no,notes,28.7,30.5,41.4,34.6,f,Fail,Not Excluded,Yes
11483,14,male,private,phd,4.3,92.4,yes,30-60 min,no,group study,64.2,78.0,65.5,80.1,c,Pass,Not Excluded,No
11484,17,male,private,no formal,2.5,69.0,yes,15-30 min,yes,mixed,52.9,63.4,45.1,46.4,e,Fail,Excluded,Yes
11485,19,other,public,phd,4.7,70.5,yes,<15 min,yes,textbook,56.9,57.5,64.3,66.6,d,Pass,Excluded,No
11486,18,other,public,high school,5.9,98.8,no,30-60 min,yes,group study,68.5,83.1,92.3,83.7,c,Pass,Not Excluded,No
11487,15,male,private,high school,0.8,68.9,yes,<15 min,no,coaching,35.6,35.9,20.3,43.1,e,Fail,Excluded,Yes
11488,19,male,public,graduate,2.0,81.4,yes,30-60 min,no,notes,51.1,67.1,75.3,57.6,d,Pass,Not Excluded,Yes
11489,16,other,private,diploma,3.4,56.7,yes,<15 min,yes,mixed,47.7,53.4,58.6,58.7,d,Pass,Excluded,Yes
11490,18,male,public,diploma,7.1,71.4,yes,<15 min,yes,coaching,89.5,73.0,92.7,89.3,b,Pass,Excluded,No
11491,17,female,public,phd,1.3,62.1,yes,>60 min,no,group study,60.9,35.0,20.8,39.6,f,Fail,Excluded,Yes
11492,14,other,private,post graduate,6.1,62.1,yes,>60 min,yes,notes,67.2,69.5,64.4,67.6,d,Pass,Excluded,No
11493,14,male,public,graduate,7.7,61.7,yes,>60 min,yes,group study,76.6,91.6,71.9,82.9,c,Pass,Excluded,No
11494,15,other,public,post graduate,1.1,73.7,yes,>60 min,no,coaching,34.1,44.2,43.6,33.5,f,Fail,Excluded,Yes
11495,19,male,private,post graduate,3.0,64.7,yes,>60 min,no,textbook,59.1,40.9,44.9,49.8,e,Fail,Excluded,Yes
